# z[m]=zi*speed_c*beta    Wtr/Z_0/L[1/(m^2*s]          Wz_l/Z_0/L[1/(ms)]                     
        4377.41               -25674.3                                 0        
        4378.03               -25581.6                                 0        
        4378.65               -25482                                   0        
        4379.26               -25433.7                                 0        
        4379.88               -25463.9                                0         
        4380.5               -25552.8                                 0         
        4381.12               -25645                                  0         
        4381.74               -25683                                  0         
        4382.36               -25642                                  0         
        4382.98               -25544.8                                0         
        4383.59               -25448.5                                0         
        4384.21               -25409.8                                0         
        4384.83               -25450.4                                 0        
        4385.45               -25544                                   0        
        4386.07               -25631.7                                 0        
        4386.69               -25658.3                                 0        
        4387.31               -25605.6                                 0        
        4387.93               -25503.9                                 0        
        4388.55               -25413.5                                 0        
        4389.17               -25388.1                                 0        
        4389.79               -25441.5                                0         
        4390.4               -25539.2                                 0         
        4391.02               -25619.3                                0         
        4391.64               -25630.6                                0         
        4392.26               -25564.3                                0         
        4392.88               -25459.3                                0         
        4393.5               -25378.6                                 0         
        4394.12               -25370.4                                0         
        4394.74               -25437.9                                 0        
        4395.36               -25537.6                                 0        
        4395.98               -25605.8                                 0        
        4396.6               -25598.2                                  0        
        4397.22               -25517.6                                 0        
        4397.84               -25412.2                                 0        
        4398.46               -25346                                   0        
        4399.08               -25358.3                                 0        
        4399.7               -25439.9                                 0         
        4400.32               -25537.8                                0         
        4400.94               -25588.9                                0         
        4401.56               -25559.2                                0         
        4402.18               -25465.4                                0         
        4402.8               -25364.5                                 0         
        4403.42               -25318.1                                0         
        4404.04               -25353.8                                0         
        4404.66               -25447.1                                 0        
        4405.28               -25537.4                                 0        
        4405.9               -25565.7                                  0        
        4406.52               -25512.1                                 0        
        4407.14               -25408.6                                 0        
        4407.76               -25318.9                                 0        
        4408.38               -25298.2                                 0        
        4409               -25357.8                                    0        
        4409.62               -25458.1                                0         
        4410.25               -25533.1                                0         
        4410.87               -25533.2                                0         
        4411.49               -25456.3                                0         
        4412.11               -25349.5                                0         
        4412.73               -25279.4                                0         
        4413.35               -25289                                  0         
        4413.97               -25370.4                                0         
        4414.59               -25469.5                                 0        
        4415.21               -25520.6                                 0        
        4415.83               -25488.9                                 0        
        4416.45               -25392.7                                 0        
        4417.08               -25292.3                                 0        
        4417.7               -25250.5                                  0        
        4418.32               -25292.6                                 0        
        4418.94               -25389.5                                 0        
        4419.56               -25476.5                                0         
        4420.18               -25495.2                                0         
        4420.8               -25431.4                                 0         
        4421.43               -25324.7                                0         
        4422.05               -25242.5                                0         
        4422.67               -25236.6                                0         
        4423.29               -25309.1                                0         
        4423.91               -25410.6                                0         
        4424.53               -25473                                   0        
        4425.16               -25453.2                                 0        
        4425.78               -25362.3                                 0        
        4426.4               -25258                                    0        
        4427.02               -25206.7                                 0        
        4427.64               -25240.5                                 0        
        4428.26               -25335.2                                 0        
        4428.89               -25426.5                                 0        
        4429.51               -25452.2                                0         
        4430.13               -25393.1                                0         
        4430.75               -25286.5                                0         
        4431.38               -25200.9                                0         
        4432               -25191.1                                   0         
        4432.62               -25261.9                                0         
        4433.24               -25364.3                                0         
        4433.86               -25428.2                                0         
        4434.49               -25409.1                                 0        
        4435.11               -25317.6                                 0        
        4435.73               -25212.8                                 0        
        4436.35               -25162.7                                 0        
        4436.98               -25199.1                                 0        
        4437.6               -25295.6                                  0        
        4438.22               -25385.6                                 0        
        4438.84               -25406.7                                 0        
        4439.47               -25342.7                                0         
        4440.09               -25234.5                                0         
        4440.71               -25153                                  0         
        4441.34               -25151.3                                0         
        4441.96               -25228.5                                0         
        4442.58               -25330.7                                0         
        4443.21               -25386.7                                0         
        4443.83               -25356.5                                0         
        4444.45               -25258.5                                 0        
        4445.07               -25157.2                                 0        
        4445.7               -25119.4                                  0        
        4446.32               -25169                                   0        
        4446.94               -25270.2                                 0        
        4447.57               -25352.2                                 0        
        4448.19               -25356.8                                 0        
        4448.81               -25278.9                                 0        
        4449.44               -25169.6                                0         
        4450.06               -25101.8                                0         
        4450.68               -25120                                  0         
        4451.31               -25209.8                                0         
        4451.93               -25307.6                                0         
        4452.56               -25344                                  0         
        4453.18               -25292                                  0         
        4453.8               -25185.1                                 0         
        4454.43               -25095.2                                 0        
        4455.05               -25082.4                                 0        
        4455.67               -25153.6                                 0        
        4456.3               -25257.5                                  0        
        4456.92               -25320.2                                 0        
        4457.55               -25296                                   0        
        4458.17               -25199.6                                 0        
        4458.79               -25096                                   0        
        4459.42               -25055.2                                0         
        4460.04               -25103.8                                0         
        4460.67               -25205.8                                0         
        4461.29               -25288.2                                0         
        4461.92               -25291.1                                0         
        4462.54               -25210.4                                0         
        4463.16               -25100.5                                0         
        4463.79               -25036.5                                0         
        4464.41               -25061.3                                 0        
        4465.04               -25155.5                                 0        
        4465.66               -25250.9                                 0        
        4466.29               -25278.1                                 0        
        4466.91               -25215.9                                 0        
        4467.54               -25105.9                                 0        
        4468.16               -25023.9                                 0        
        4468.79               -25025.8                                 0        
        4469.41               -25108.4                                0         
        4470.04               -25211                                  0         
        4470.66               -25258.8                                0         
        4471.29               -25215.7                                0         
        4471.91               -25110.1                                0         
        4472.54               -25015.1                                0         
        4473.16               -24996.5                                0         
        4473.79               -25065.5                                0         
        4474.41               -25170.8                                 0        
        4475.04               -25235.1                                 0        
        4475.66               -25210.1                                 0        
        4476.29               -25111.7                                 0        
        4476.91               -25008.2                                 0        
        4477.54               -24971.9                                 0        
        4478.16               -25027                                   0        
        4478.79               -25131.7                                 0        
        4479.41               -25208.6                                0         
        4480.04               -25200                                  0         
        4480.67               -25110                                  0         
        4481.29               -25001.4                                0         
        4481.92               -24950.7                                0         
        4482.54               -24992.7                                0         
        4483.17               -25094.8                                0         
        4483.79               -25180.9                                0         
        4484.42               -25186.3                                 0        
        4485.05               -25104.8                                 0        
        4485.67               -24993.5                                 0        
        4486.3               -24931.6                                  0        
        4486.92               -24962.1                                 0        
        4487.55               -25060.7                                 0        
        4488.18               -25153.3                                 0        
        4488.8               -25169.9                                  0        
        4489.43               -25096.1                                0         
        4490.06               -24983.9                                0         
        4490.68               -24913.5                                0         
        4491.31               -24934.6                                0         
        4491.93               -25029.7                                0         
        4492.56               -25126.6                                0         
        4493.19               -25151.6                                0         
        4493.81               -25084.2                                0         
        4494.44               -24971.8                                 0        
        4495.07               -24895.5                                 0        
        4495.69               -24909.7                                 0        
        4496.32               -25001.8                                 0        
        4496.95               -25101.4                                 0        
        4497.57               -25132.3                                 0        
        4498.2               -25069.3                                  0        
        4498.83               -24957                                   0        
        4499.46               -24877                                   0        
        4500.08               -24886.8                                 0        
        4500.71               -24977.1                                 0        
        4501.34               -25078.3                                 0        
        4501.96               -25112.4                                 0        
        4502.59               -25051.7                                 0        
        4503.22               -24939.4                                 0        
        4503.85               -24857.6                                 0        
        4504.47               -24865.7                                  0       
        4505.1               -24955.6                                   0       
        4505.73               -25057.3                                  0       
        4506.35               -25092.1                                  0       
        4506.98               -25031.4                                  0       
        4507.61               -24918.8                                  0       
        4508.24               -24837.2                                  0       
        4508.86               -24846.3                                  0       
        4509.49               -24937.1                                 0        
        4510.12               -25038.6                                 0        
        4510.75               -25071.5                                 0        
        4511.38               -25008.6                                 0        
        4512               -24895.4                                    0        
        4512.63               -24815.9                                 0        
        4513.26               -24828.7                                 0        
        4513.89               -24921.8                                 0        
        4514.52               -25022                                    0       
        4515.14               -25050.4                                  0       
        4515.77               -24983                                    0       
        4516.4               -24869.1                                   0       
        4517.03               -24793.9                                  0       
        4517.66               -24813                                    0       
        4518.28               -24909.6                                  0       
        4518.91               -25007.2                                  0       
        4519.54               -25028.4                                 0        
        4520.17               -24954.5                                 0        
        4520.8               -24840.2                                  0        
        4521.43               -24771.7                                 0        
        4522.05               -24799.8                                 0        
        4522.68               -24900.5                                 0        
        4523.31               -24993.7                                 0        
        4523.94               -25004.8                                 0        
        4524.57               -24922.8                                  0       
        4525.2               -24809.2                                   0       
        4525.83               -24750.1                                  0       
        4526.46               -24789.5                                  0       
        4527.08               -24894.4                                  0       
        4527.71               -24980.8                                  0       
        4528.34               -24978.9                                  0       
        4528.97               -24887.7                                  0       
        4529.6               -24776.5                                  0        
        4530.23               -24730.1                                 0        
        4530.86               -24782.7                                 0        
        4531.49               -24891                                   0        
        4532.12               -24967.5                                 0        
        4532.75               -24949.7                                 0        
        4533.38               -24849.3                                 0        
        4534               -24743.1                                    0        
        4534.63               -24712.8                                  0       
        4535.26               -24780                                    0       
        4535.89               -24889.5                                  0       
        4536.52               -24952.3                                  0       
        4537.15               -24916.3                                  0       
        4537.78               -24807.6                                  0       
        4538.41               -24710.4                                  0       
        4539.04               -24699.5                                  0       
        4539.67               -24781.6                                 0        
        4540.3               -24889                                    0        
        4540.93               -24933.8                                 0        
        4541.56               -24877.8                                 0        
        4542.19               -24763.5                                 0        
        4542.82               -24679.9                                 0        
        4543.45               -24691.7                                 0        
        4544.08               -24787.3                                 0        
        4544.71               -24887.7                                  0       
        4545.34               -24910.1                                  0       
        4545.97               -24834                                    0       
        4546.6               -24718.3                                   0       
        4547.23               -24653.8                                  0       
        4547.86               -24690.4                                  0       
        4548.49               -24796.2                                  0       
        4549.12               -24883.6                                  0       
        4549.75               -24879.5                                 0        
        4550.38               -24784.8                                 0        
        4551.01               -24673.9                                 0        
        4551.64               -24634.4                                 0        
        4552.28               -24696.2                                 0        
        4552.91               -24806.8                                 0        
        4553.54               -24873.9                                 0        
        4554.17               -24840.6                                 0        
        4554.8               -24731.5                                   0       
        4555.43               -24633.3                                  0       
        4556.06               -24623.9                                  0       
        4556.69               -24708.7                                  0       
        4557.32               -24816.1                                  0       
        4557.95               -24855.8                                  0       
        4558.58               -24792.8                                  0       
        4559.21               -24676.4                                  0       
        4559.85               -24599.8                                 0        
        4560.48               -24623.8                                 0        
        4561.11               -24726.3                                 0        
        4561.74               -24820.7                                 0        
        4562.37               -24826.6                                 0        
        4563               -24736.8                                    0        
        4563.63               -24623.1                                 0        
        4564.27               -24577.1                                 0        
        4564.9               -24634.7                                   0       
        4565.53               -24745.9                                  0       
        4566.16               -24816.1                                  0       
        4566.79               -24784.6                                  0       
        4567.42               -24675.1                                  0       
        4568.05               -24576.3                                  0       
        4568.69               -24568.2                                  0       
        4569.32               -24655.2                                  0       
        4569.95               -24762.5                                 0        
        4570.58               -24798                                   0        
        4571.21               -24729.6                                 0        
        4571.85               -24612.1                                 0        
        4572.48               -24541.5                                 0        
        4573.11               -24574.7                                 0        
        4573.74               -24681.5                                 0        
        4574.37               -24769.9                                 0        
        4575.01               -24763.1                                  0       
        4575.64               -24664.3                                  0       
        4576.27               -24554.4                                  0       
        4576.9               -24523.6                                   0       
        4577.54               -24595.7                                  0       
        4578.17               -24707.4                                  0       
        4578.8               -24761.9                                   0       
        4579.43               -24710.5                                  0       
        4580.07               -24594.3                                0         
        4580.7               -24509.4                                 0         
        4581.33               -24525.6                                0         
        4581.96               -24626.8                                0         
        4582.6               -24724.5                                 0         
        4583.23               -24733.2                                0         
        4583.86               -24642.8                                0         
        4584.49               -24528.1                                0         
        4585.13               -24484.5                                 0        
        4585.76               -24547.1                                 0        
        4586.39               -24659.9                                 0        
        4587.03               -24723.9                                 0        
        4587.66               -24681.8                                 0        
        4588.29               -24567.2                                 0        
        4588.93               -24476                                   0        
        4589.56               -24484.3                                 0        
        4590.19               -24582.6                                0         
        4590.83               -24683.8                                0         
        4591.46               -24698.3                                0         
        4592.09               -24610.9                                0         
        4592.73               -24494.7                                0         
        4593.36               -24447.7                                0         
        4593.99               -24508.2                                0         
        4594.63               -24621.5                                0         
        4595.26               -24686.8                                 0        
        4595.89               -24645                                   0        
        4596.53               -24529.9                                 0        
        4597.16               -24439                                   0        
        4597.79               -24449.1                                 0        
        4598.43               -24549                                   0        
        4599.06               -24649.3                                 0        
        4599.7               -24659.8                                  0        
        4600.33               -24568.8                                0         
        4600.96               -24453.4                                0         
        4601.6               -24412.1                                 0         
        4602.23               -24478.8                                0         
        4602.87               -24592.5                                0         
        4603.5               -24651                                   0         
        4604.13               -24600.4                                0         
        4604.77               -24482.5                                0         
        4605.4               -24398.7                                  0        
        4606.04               -24420.4                                 0        
        4606.67               -24526                                   0        
        4607.31               -24619.9                                 0        
        4607.94               -24616.6                                 0        
        4608.58               -24516.4                                 0        
        4609.21               -24405.5                                 0        
        4609.84               -24379.7                                 0        
        4610.48               -24459.5                                0         
        4611.11               -24571.6                                0         
        4611.75               -24613.9                                0         
        4612.38               -24546.2                                0         
        4613.02               -24426.2                                0         
        4613.65               -24358.2                                0         
        4614.29               -24400.6                                0         
        4614.92               -24513                                  0         
        4615.56               -24592.6                                 0        
        4616.19               -24565.5                                 0        
        4616.83               -24453.4                                 0        
        4617.46               -24354.3                                 0        
        4618.1               -24354.5                                  0        
        4618.73               -24451.4                                 0        
        4619.37               -24555.6                                 0        
        4620               -24570.6                                    0        
        4620.64               -24480.5                                0         
        4621.27               -24363.7                                0         
        4621.91               -24323.2                                0         
        4622.55               -24393                                  0         
        4623.18               -24507.7                                0         
        4623.82               -24560.9                                0         
        4624.45               -24501.9                                0         
        4625.09               -24381.6                                0         
        4625.72               -24306.4                                 0        
        4626.36               -24342.2                                 0        
        4626.99               -24454                                   0        
        4627.63               -24537.6                                 0        
        4628.27               -24514.3                                 0        
        4628.9               -24402.6                                  0        
        4629.54               -24301.9                                 0        
        4630.17               -24301.6                                 0        
        4630.81               -24399.4                                0         
        4631.45               -24503.5                                0         
        4632.08               -24516                                  0         
        4632.72               -24422.7                                0         
        4633.35               -24306.6                                0         
        4633.99               -24271.7                                0         
        4634.63               -24347.6                                0         
        4635.26               -24462                                  0         
        4635.9               -24507                                    0        
        4636.54               -24438.6                                 0        
        4637.17               -24317.1                                 0        
        4637.81               -24252.1                                 0        
        4638.45               -24301.2                                 0        
        4639.08               -24416.4                                 0        
        4639.72               -24488.6                                 0        
        4640.36               -24448.3                                 0        
        4640.99               -24330.1                                0         
        4641.63               -24241.1                                0         
        4642.27               -24261.5                                0         
        4642.9               -24369.8                                 0         
        4643.54               -24462.6                                0         
        4644.18               -24450.9                                0         
        4644.81               -24342.9                                0         
        4645.45               -24236.7                                0         
        4646.09               -24228.9                                 0        
        4646.73               -24324.4                                 0        
        4647.36               -24431.2                                 0        
        4648               -24446.7                                    0        
        4648.64               -24353.7                                 0        
        4649.27               -24236.7                                 0        
        4649.91               -24203                                   0        
        4650.55               -24281.8                                 0        
        4651.19               -24396.3                                0         
        4651.82               -24436.2                                0         
        4652.46               -24361.1                                0         
        4653.1               -24239.2                                 0         
        4653.74               -24182.9                                0         
        4654.37               -24242.9                                0         
        4655.01               -24359.9                                0         
        4655.65               -24420.5                                0         
        4656.29               -24364.6                                 0        
        4656.93               -24242.5                                 0        
        4657.56               -24167.4                                 0        
        4658.2               -24208.1                                  0        
        4658.84               -24323.4                                 0        
        4659.48               -24400.9                                 0        
        4660.12               -24364.1                                 0        
        4660.75               -24245.3                                 0        
        4661.39               -24155.3                                 0        
        4662.03               -24177.4                                 0        
        4662.67               -24287.9                                 0        
        4663.31               -24378.5                                 0        
        4663.94               -24359.7                                 0        
        4664.58               -24246.8                                 0        
        4665.22               -24145.3                                 0        
        4665.86               -24150.2                                 0        
        4666.5               -24254.1                                   0       
        4667.14               -24354.5                                  0       
        4667.78               -24352                                    0       
        4668.41               -24246.3                                  0       
        4669.05               -24136.5                                  0       
        4669.69               -24126.1                                  0       
        4670.33               -24222.5                                  0       
        4670.97               -24329.8                                  0       
        4671.61               -24341.5                                 0        
        4672.25               -24243.5                                 0        
        4672.89               -24128                                   0        
        4673.52               -24104.6                                 0        
        4674.16               -24193.3                                 0        
        4674.8               -24305.3                                  0        
        4675.44               -24328.9                                 0        
        4676.08               -24238.3                                 0        
        4676.72               -24119.1                                  0       
        4677.36               -24084.9                                  0       
        4678               -24166.5                                     0       
        4678.64               -24281.5                                  0       
        4679.28               -24314.7                                  0       
        4679.92               -24230.8                                  0       
        4680.56               -24109.2                                  0       
        4681.2               -24066.5                                   0       
        4681.83               -24142                                   0        
        4682.47               -24258.9                                 0        
        4683.11               -24299.5                                 0        
        4683.75               -24221.1                                 0        
        4684.39               -24098.1                                 0        
        4685.03               -24049                                   0        
        4685.67               -24119.8                                 0        
        4686.31               -24237.7                                 0        
        4686.95               -24283.6                                  0       
        4687.59               -24209.1                                  0       
        4688.23               -24085.3                                  0       
        4688.87               -24032.1                                  0       
        4689.51               -24099.7                                  0       
        4690.15               -24218.2                                  0       
        4690.79               -24267.3                                  0       
        4691.43               -24195.2                                  0       
        4692.07               -24070.9                                 0        
        4692.71               -24015.5                                 0        
        4693.35               -24081.6                                 0        
        4693.99               -24200.5                                 0        
        4694.63               -24250.7                                 0        
        4695.27               -24179.2                                 0        
        4695.92               -24054.7                                 0        
        4696.56               -23999.1                                 0        
        4697.2               -24065.6                                   0       
        4697.84               -24184.6                                  0       
        4698.48               -24234                                    0       
        4699.12               -24161.3                                  0       
        4699.76               -24036.7                                  0       
        4700.4               -23983                                     0       
        4701.04               -24051.5                                  0       
        4701.68               -24170.6                                  0       
        4702.32               -24217.1                                 0        
        4702.96               -24141.3                                 0        
        4703.6               -24017                                    0        
        4704.25               -23967.1                                 0        
        4704.89               -24039.6                                 0        
        4705.53               -24158.2                                 0        
        4706.17               -24199.8                                 0        
        4706.81               -24119.3                                 0        
        4707.45               -23995.7                                  0       
        4708.09               -23951.8                                  0       
        4708.73               -24029.7                                  0       
        4709.38               -24147.3                                  0       
        4710.02               -24181.8                                  0       
        4710.66               -24095.2                                  0       
        4711.3               -23973                                     0       
        4711.94               -23937.4                                  0       
        4712.58               -24022.2                                 0        
        4713.23               -24137.7                                 0        
        4713.87               -24162.7                                 0        
        4714.51               -24068.7                                 0        
        4715.15               -23949.3                                 0        
        4715.79               -23924.4                                 0        
        4716.43               -24016.9                                 0        
        4717.08               -24128.8                                 0        
        4717.72               -24142                                    0       
        4718.36               -24040                                    0       
        4719               -23925.1                                     0       
        4719.64               -23913.3                                  0       
        4720.29               -24014                                    0       
        4720.93               -24120.3                                  0       
        4721.57               -24119.2                                  0       
        4722.21               -24009                                    0       
        4722.86               -23901                                   0        
        4723.5               -23904.7                                  0        
        4724.14               -24013.3                                 0        
        4724.78               -24111.2                                 0        
        4725.43               -24093.6                                 0        
        4726.07               -23975.9                                 0        
        4726.71               -23877.9                                 0        
        4727.35               -23899.1                                 0        
