# z[m]=zi*speed_c*beta       WX/Z_0/L[1/(m^2*s]       WY/Z_0/L[1/(m^2*s]     WY_trail/Z_0/L[1/(m^2*s]        Wz_l/Z_0/L[1/(ms)]       
          595.466              -4.12419e+06                  -2.36024e+06                  -4.12419e+06                     -212.928            
           596.18              -4.12043e+06                  -2.35692e+06                  -4.12043e+06                     -212.465            
          596.894              -4.11668e+06                  -2.35365e+06                  -4.11668e+06                     -211.953            
          597.609              -4.11295e+06                  -2.35044e+06                  -4.11295e+06                     -211.477            
          598.324              -4.10922e+06                  -2.34729e+06                  -4.10922e+06                     -211.079            
          599.039              -4.10549e+06                  -2.34418e+06                  -4.10549e+06                     -210.701            
          599.755              -4.10177e+06                  -2.34112e+06                  -4.10177e+06                     -210.257            
          600.471              -4.09807e+06                  -2.33811e+06                  -4.09806e+06                     -209.751            
          601.188              -4.09437e+06                  -2.33516e+06                  -4.09437e+06                     -209.275            
          601.905              -4.09068e+06                  -2.33225e+06                  -4.09068e+06                     -208.882            
          602.623              -4.08699e+06                  -2.32939e+06                  -4.08699e+06                     -208.511            
          603.341              -4.08332e+06                  -2.32657e+06                  -4.08332e+06                     -208.067            
           604.06              -4.07965e+06                  -2.32379e+06                  -4.07965e+06                     -207.563            
          604.778              -4.07599e+06                  -2.32107e+06                  -4.07599e+06                     -207.105            
          605.498              -4.07234e+06                  -2.31839e+06                  -4.07234e+06                     -206.732            
          606.218              -4.06869e+06                  -2.31575e+06                  -4.06869e+06                     -206.356            
          606.938              -4.06505e+06                  -2.31314e+06                  -4.06505e+06                     -205.891            
          607.658              -4.06143e+06                  -2.31059e+06                  -4.06143e+06                     -205.394            
          608.379              -4.05781e+06                  -2.30808e+06                  -4.05781e+06                     -204.977            
          609.101              -4.05419e+06                   -2.3056e+06                  -4.05419e+06                     -204.626            
          609.823              -4.05058e+06                  -2.30315e+06                  -4.05058e+06                     -204.217            
          610.545              -4.04699e+06                  -2.30075e+06                  -4.04698e+06                     -203.724            
          611.268               -4.0434e+06                  -2.29839e+06                   -4.0434e+06                     -203.266            
          611.991              -4.03982e+06                  -2.29606e+06                  -4.03982e+06                     -202.906            
          612.715              -4.03624e+06                  -2.29376e+06                  -4.03624e+06                     -202.537            
          613.439              -4.03267e+06                   -2.2915e+06                  -4.03267e+06                     -202.069            
          614.163              -4.02911e+06                  -2.28928e+06                  -4.02911e+06                      -201.59            
          614.888              -4.02556e+06                   -2.2871e+06                  -4.02556e+06                     -201.213            
          615.613              -4.02201e+06                  -2.28494e+06                  -4.02201e+06                     -200.866            
          616.339              -4.01847e+06                  -2.28281e+06                  -4.01847e+06                      -200.42            
          617.065              -4.01494e+06                  -2.28072e+06                  -4.01494e+06                     -199.935            
          617.792              -4.01142e+06                  -2.27866e+06                  -4.01142e+06                     -199.549            
          618.519              -4.00791e+06                  -2.27663e+06                  -4.00791e+06                     -199.212            
          619.246              -4.00439e+06                  -2.27463e+06                  -4.00439e+06                     -198.778            
          619.974               -4.0009e+06                  -2.27266e+06                  -4.00089e+06                     -198.295            
          620.703               -3.9974e+06                  -2.27073e+06                  -3.99741e+06                     -197.913            
          621.431              -3.99392e+06                  -2.26882e+06                  -3.99392e+06                      -197.58            
           622.16              -3.99044e+06                  -2.26694e+06                  -3.99043e+06                     -197.144            
           622.89              -3.98697e+06                  -2.26509e+06                  -3.98697e+06                     -196.668            
           623.62               -3.9835e+06                  -2.26328e+06                  -3.98351e+06                     -196.304            
          624.351              -3.98005e+06                  -2.26149e+06                  -3.98005e+06                     -195.968            
          625.081              -3.97659e+06                  -2.25972e+06                  -3.97659e+06                     -195.516            
          625.813              -3.97315e+06                  -2.25799e+06                  -3.97315e+06                     -195.059            
          626.544              -3.96972e+06                  -2.25628e+06                  -3.96972e+06                     -194.722            
          627.277              -3.96629e+06                   -2.2546e+06                  -3.96629e+06                     -194.367            
          628.009              -3.96287e+06                  -2.25295e+06                  -3.96287e+06                     -193.896            
          628.742              -3.95946e+06                  -2.25133e+06                  -3.95946e+06                     -193.478            
          629.476              -3.95605e+06                  -2.24973e+06                  -3.95605e+06                     -193.164            
          630.209              -3.95265e+06                  -2.24816e+06                  -3.95265e+06                     -192.765            
          630.944              -3.94926e+06                  -2.24662e+06                  -3.94926e+06                     -192.292            
          631.679              -3.94587e+06                  -2.24512e+06                  -3.94588e+06                     -191.936            
          632.414              -3.94249e+06                  -2.24363e+06                  -3.94249e+06                     -191.611            
          633.149              -3.93912e+06                  -2.24217e+06                  -3.93912e+06                     -191.158            
          633.885              -3.93576e+06                  -2.24075e+06                  -3.93576e+06                     -190.731            
          634.622               -3.9324e+06                  -2.23935e+06                   -3.9324e+06                     -190.425            
          635.359              -3.92905e+06                  -2.23798e+06                  -3.92905e+06                     -190.035            
          636.096              -3.92571e+06                  -2.23664e+06                  -3.92571e+06                      -189.57            
          636.834              -3.92237e+06                  -2.23534e+06                  -3.92238e+06                     -189.231            
          637.572              -3.91904e+06                  -2.23405e+06                  -3.91904e+06                     -188.901            
           638.31              -3.91572e+06                   -2.2328e+06                  -3.91572e+06                     -188.441            
          639.049              -3.91241e+06                   -2.2316e+06                  -3.91241e+06                     -188.052            
          639.789               -3.9091e+06                  -2.23041e+06                   -3.9091e+06                     -187.753            
          640.529              -3.90579e+06                  -2.22926e+06                  -3.90579e+06                     -187.327            
          641.269               -3.9025e+06                  -2.22815e+06                   -3.9025e+06                     -186.898            
           642.01              -3.89921e+06                  -2.22707e+06                  -3.89921e+06                     -186.602            
          642.751              -3.89593e+06                  -2.22601e+06                  -3.89593e+06                     -186.216            
          643.492              -3.89266e+06                  -2.22501e+06                  -3.89266e+06                     -185.765            
          644.234              -3.88939e+06                  -2.22404e+06                  -3.88939e+06                     -185.457            
          644.977              -3.88613e+06                   -2.2231e+06                  -3.88613e+06                     -185.106            
          645.719              -3.88287e+06                  -2.22221e+06                  -3.88287e+06                     -184.648            
          646.463              -3.87963e+06                  -2.22136e+06                  -3.87963e+06                     -184.324            
          647.206              -3.87638e+06                  -2.22055e+06                  -3.87638e+06                     -183.997            
          647.951              -3.87315e+06                  -2.21978e+06                  -3.87315e+06                     -183.541            
          648.695              -3.86992e+06                  -2.21906e+06                  -3.86993e+06                     -183.205            
           649.44               -3.8667e+06                  -2.21838e+06                   -3.8667e+06                     -182.892            
          650.186              -3.86349e+06                  -2.21775e+06                  -3.86349e+06                      -182.44            
          650.931              -3.86028e+06                  -2.21717e+06                  -3.86028e+06                       -182.1            
          651.678              -3.85708e+06                  -2.21663e+06                  -3.85708e+06                     -181.793            
          652.424              -3.85388e+06                  -2.21615e+06                  -3.85388e+06                     -181.344            
          653.171               -3.8507e+06                  -2.21573e+06                   -3.8507e+06                      -181.01            
          653.919              -3.84751e+06                  -2.21535e+06                  -3.84751e+06                     -180.701            
          654.667              -3.84434e+06                  -2.21504e+06                  -3.84434e+06                     -180.253            
          655.415              -3.84117e+06                  -2.21479e+06                  -3.84117e+06                     -179.932            
          656.164              -3.83801e+06                  -2.21458e+06                  -3.83801e+06                     -179.615            
          656.913              -3.83485e+06                  -2.21444e+06                  -3.83485e+06                      -179.17            
          657.663              -3.83171e+06                  -2.21437e+06                  -3.83171e+06                     -178.869            
          658.413              -3.82856e+06                  -2.21436e+06                  -3.82856e+06                     -178.532            
          659.164              -3.82543e+06                  -2.21441e+06                  -3.82543e+06                     -178.096            
          659.915               -3.8223e+06                  -2.21454e+06                   -3.8223e+06                     -177.817            
          660.666              -3.81917e+06                  -2.21472e+06                  -3.81917e+06                      -177.45            
          661.418              -3.81606e+06                  -2.21499e+06                  -3.81606e+06                     -177.037            
           662.17              -3.81295e+06                  -2.21532e+06                  -3.81295e+06                     -176.772            
          662.923              -3.80984e+06                  -2.21572e+06                  -3.80984e+06                     -176.368            
          663.676              -3.80674e+06                  -2.21621e+06                  -3.80675e+06                     -175.999            
           664.43              -3.80365e+06                  -2.21676e+06                  -3.80365e+06                     -175.726            
          665.184              -3.80056e+06                  -2.21739e+06                  -3.80056e+06                     -175.294            
          665.938              -3.79749e+06                  -2.21811e+06                  -3.79749e+06                     -174.982            
          666.693              -3.79441e+06                  -2.21889e+06                  -3.79441e+06                     -174.668            
          667.448              -3.79135e+06                  -2.21976e+06                  -3.79135e+06                     -174.241            
          668.204              -3.78829e+06                  -2.22071e+06                  -3.78829e+06                     -173.976            
           668.96              -3.78523e+06                  -2.22173e+06                  -3.78523e+06                     -173.599            
          669.716              -3.78219e+06                  -2.22284e+06                  -3.78219e+06                     -173.223            
          670.473              -3.77914e+06                  -2.22402e+06                  -3.77914e+06                      -172.96            
          671.231              -3.77611e+06                  -2.22529e+06                  -3.77611e+06                     -172.534            
          671.988              -3.77308e+06                  -2.22664e+06                  -3.77308e+06                     -172.239            
          672.747              -3.77005e+06                  -2.22806e+06                  -3.77005e+06                     -171.914            
          673.505              -3.76704e+06                  -2.22957e+06                  -3.76704e+06                     -171.507            
          674.264              -3.76403e+06                  -2.23115e+06                  -3.76403e+06                     -171.257            
          675.024              -3.76102e+06                  -2.23281e+06                  -3.76102e+06                     -170.851            
          675.784              -3.75802e+06                  -2.23455e+06                  -3.75802e+06                     -170.535            
          676.544              -3.75503e+06                  -2.23635e+06                  -3.75503e+06                     -170.235            
          677.305              -3.75204e+06                  -2.23823e+06                  -3.75204e+06                     -169.823            
          678.066              -3.74906e+06                  -2.24017e+06                  -3.74906e+06                     -169.576            
          678.828              -3.74608e+06                  -2.24218e+06                  -3.74608e+06                     -169.178            
           679.59              -3.74312e+06                  -2.24426e+06                  -3.74312e+06                     -168.865            
          680.353              -3.74015e+06                  -2.24639e+06                  -3.74015e+06                     -168.566            
          681.116               -3.7372e+06                  -2.24858e+06                   -3.7372e+06                     -168.164            
          681.879              -3.73425e+06                  -2.25082e+06                  -3.73425e+06                     -167.922            
          682.643               -3.7313e+06                  -2.25311e+06                   -3.7313e+06                     -167.516            
          683.407              -3.72836e+06                  -2.25545e+06                  -3.72836e+06                     -167.231            
          684.172              -3.72542e+06                  -2.25781e+06                  -3.72542e+06                     -166.906            
          684.937               -3.7225e+06                  -2.26022e+06                   -3.7225e+06                     -166.534            
          685.702              -3.71958e+06                  -2.26265e+06                  -3.71958e+06                     -166.284            
          686.468              -3.71666e+06                  -2.26511e+06                  -3.71666e+06                     -165.872            
          687.234              -3.71375e+06                  -2.26758e+06                  -3.71375e+06                     -165.626            
          688.001              -3.71085e+06                  -2.27006e+06                  -3.71084e+06                     -165.252            
          688.768              -3.70795e+06                  -2.27256e+06                  -3.70795e+06                     -164.943            
          689.536              -3.70505e+06                  -2.27503e+06                  -3.70505e+06                     -164.647            
          690.304              -3.70217e+06                  -2.27752e+06                  -3.70217e+06                     -164.268            
          691.073              -3.69929e+06                  -2.27997e+06                  -3.69929e+06                     -164.027            
          691.842              -3.69641e+06                  -2.28241e+06                  -3.69641e+06                     -163.621            
          692.611              -3.69354e+06                  -2.28481e+06                  -3.69354e+06                     -163.383            
          693.381              -3.69068e+06                  -2.28717e+06                  -3.69068e+06                     -163.005            
          694.151              -3.68782e+06                   -2.2895e+06                  -3.68782e+06                     -162.721            
          694.922              -3.68497e+06                  -2.29175e+06                  -3.68497e+06                     -162.403            
          695.693              -3.68212e+06                  -2.29396e+06                  -3.68212e+06                      -162.06            
          696.464              -3.67928e+06                  -2.29608e+06                  -3.67928e+06                     -161.799            
          697.236              -3.67645e+06                  -2.29813e+06                  -3.67645e+06                     -161.413            
          698.008              -3.67362e+06                  -2.30009e+06                  -3.67362e+06                     -161.183            
          698.781              -3.67079e+06                  -2.30196e+06                  -3.67079e+06                     -160.785            
          699.554              -3.66797e+06                  -2.30373e+06                  -3.66797e+06                     -160.555            
          700.328              -3.66516e+06                  -2.30537e+06                  -3.66516e+06                     -160.175            
          701.102              -3.66235e+06                  -2.30691e+06                  -3.66235e+06                     -159.918            
          701.877              -3.65955e+06                  -2.30831e+06                  -3.65955e+06                     -159.576            
          702.651              -3.65676e+06                  -2.30959e+06                  -3.65676e+06                     -159.281            
          703.427              -3.65396e+06                  -2.31071e+06                  -3.65396e+06                      -158.98            
          704.203              -3.65118e+06                   -2.3117e+06                  -3.65118e+06                     -158.648            
          704.979               -3.6484e+06                  -2.31252e+06                   -3.6484e+06                     -158.384            
          705.755              -3.64562e+06                  -2.31318e+06                  -3.64562e+06                     -158.023            
          706.532              -3.64285e+06                  -2.31367e+06                  -3.64285e+06                     -157.785            
           707.31              -3.64009e+06                  -2.31399e+06                  -3.64009e+06                     -157.407            
          708.088              -3.63733e+06                  -2.31413e+06                  -3.63733e+06                     -157.184            
          708.866              -3.63458e+06                  -2.31408e+06                  -3.63458e+06                     -156.799            
          709.645              -3.63183e+06                  -2.31384e+06                  -3.63183e+06                     -156.582            
          710.424              -3.62909e+06                   -2.3134e+06                  -3.62909e+06                     -156.197            
          711.204              -3.62636e+06                  -2.31277e+06                  -3.62636e+06                      -155.98            
          711.984              -3.62362e+06                  -2.31193e+06                  -3.62362e+06                     -155.601            
          712.764               -3.6209e+06                  -2.31089e+06                   -3.6209e+06                     -155.379            
          713.545              -3.61818e+06                  -2.30964e+06                  -3.61818e+06                     -155.007            
          714.326              -3.61546e+06                  -2.30818e+06                  -3.61546e+06                     -154.782            
          715.108              -3.61275e+06                   -2.3065e+06                  -3.61275e+06                     -154.417            
           715.89              -3.61005e+06                  -2.30462e+06                  -3.61005e+06                     -154.188            
          716.673              -3.60735e+06                  -2.30252e+06                  -3.60735e+06                     -153.828            
          717.456              -3.60466e+06                  -2.30022e+06                  -3.60466e+06                     -153.598            
          718.239              -3.60197e+06                  -2.29769e+06                  -3.60197e+06                     -153.241            
          719.023              -3.59929e+06                  -2.29496e+06                  -3.59929e+06                     -153.012            
          719.808              -3.59661e+06                  -2.29201e+06                  -3.59661e+06                     -152.656            
          720.592              -3.59394e+06                  -2.28887e+06                  -3.59394e+06                      -152.43            
          721.378              -3.59127e+06                  -2.28551e+06                  -3.59127e+06                     -152.073            
          722.163              -3.58861e+06                  -2.28196e+06                  -3.58861e+06                     -151.852            
          722.949              -3.58595e+06                   -2.2782e+06                  -3.58595e+06                     -151.492            
          723.736               -3.5833e+06                  -2.27426e+06                   -3.5833e+06                     -151.278            
          724.523              -3.58065e+06                  -2.27013e+06                  -3.58065e+06                     -150.913            
           725.31              -3.57801e+06                  -2.26581e+06                  -3.57801e+06                     -150.705            
          726.098              -3.57537e+06                  -2.26132e+06                  -3.57537e+06                     -150.339            
          726.886              -3.57274e+06                  -2.25666e+06                  -3.57274e+06                     -150.134            
          727.674              -3.57011e+06                  -2.25183e+06                  -3.57011e+06                      -149.77            
          728.463              -3.56749e+06                  -2.24685e+06                  -3.56749e+06                     -149.562            
          729.253              -3.56488e+06                  -2.24172e+06                  -3.56488e+06                     -149.207            
          730.043              -3.56227e+06                  -2.23644e+06                  -3.56226e+06                     -148.988            
          730.833              -3.55966e+06                  -2.23103e+06                  -3.55966e+06                     -148.652            
          731.624              -3.55706e+06                  -2.22549e+06                  -3.55706e+06                     -148.412            
          732.415              -3.55447e+06                  -2.21985e+06                  -3.55447e+06                     -148.105            
          733.206              -3.55187e+06                  -2.21408e+06                  -3.55187e+06                     -147.835            
          733.999              -3.54929e+06                  -2.20822e+06                  -3.54929e+06                     -147.564            
          734.791              -3.54671e+06                  -2.20226e+06                  -3.54671e+06                     -147.258            
          735.584              -3.54413e+06                  -2.19623e+06                  -3.54413e+06                     -147.025            
          736.377              -3.54156e+06                  -2.19012e+06                  -3.54156e+06                     -146.688            
          737.171                -3.539e+06                  -2.18395e+06                    -3.539e+06                     -146.482            
          737.965              -3.53643e+06                  -2.17772e+06                  -3.53643e+06                      -146.13            
           738.76              -3.53388e+06                  -2.17145e+06                  -3.53388e+06                      -145.93            
          739.555              -3.53133e+06                  -2.16515e+06                  -3.53133e+06                     -145.588            
           740.35              -3.52878e+06                  -2.15881e+06                  -3.52878e+06                     -145.366            
          741.146              -3.52624e+06                  -2.15247e+06                  -3.52624e+06                     -145.063            
          741.942               -3.5237e+06                   -2.1461e+06                   -3.5237e+06                     -144.794            
          742.739              -3.52117e+06                  -2.13976e+06                  -3.52117e+06                     -144.546            
          743.536              -3.51865e+06                   -2.1334e+06                  -3.51865e+06                     -144.226            
          744.334              -3.51613e+06                  -2.12708e+06                  -3.51613e+06                     -144.022            
          745.132              -3.51361e+06                  -2.12078e+06                  -3.51361e+06                     -143.677            
           745.93               -3.5111e+06                  -2.11451e+06                   -3.5111e+06                     -143.479            
          746.729              -3.50859e+06                   -2.1083e+06                  -3.50859e+06                     -143.156            
          747.528              -3.50609e+06                  -2.10212e+06                  -3.50608e+06                     -142.915            
          748.328              -3.50359e+06                  -2.09602e+06                  -3.50359e+06                     -142.653            
          749.128               -3.5011e+06                  -2.08997e+06                   -3.5011e+06                     -142.349            
          749.929              -3.49861e+06                    -2.084e+06                  -3.49861e+06                     -142.145            
           750.73              -3.49613e+06                  -2.07811e+06                  -3.49613e+06                     -141.806            
          751.531              -3.49365e+06                   -2.0723e+06                  -3.49365e+06                     -141.608            
          752.333              -3.49118e+06                  -2.06659e+06                  -3.49118e+06                       -141.3            
          753.135               -3.4887e+06                  -2.06097e+06                   -3.4887e+06                     -141.046            
          753.938              -3.48624e+06                  -2.05546e+06                  -3.48624e+06                     -140.811            
          754.741              -3.48378e+06                  -2.05005e+06                  -3.48378e+06                     -140.491            
          755.544              -3.48133e+06                  -2.04475e+06                  -3.48133e+06                       -140.3            
          756.348              -3.47888e+06                  -2.03958e+06                  -3.47888e+06                     -139.977            
          757.153              -3.47643e+06                  -2.03451e+06                  -3.47643e+06                      -139.75            
          757.958              -3.47399e+06                  -2.02958e+06                  -3.47399e+06                     -139.498            
          758.763              -3.47155e+06                  -2.02477e+06                  -3.47155e+06                     -139.192            
          759.569              -3.46912e+06                   -2.0201e+06                  -3.46912e+06                     -139.002            
          760.375               -3.4667e+06                  -2.01555e+06                   -3.4667e+06                     -138.679            
          761.181              -3.46427e+06                  -2.01114e+06                  -3.46427e+06                     -138.458            
          761.988              -3.46186e+06                  -2.00687e+06                  -3.46186e+06                     -138.209            
          762.796              -3.45944e+06                  -2.00273e+06                  -3.45944e+06                     -137.905            
          763.604              -3.45703e+06                  -1.99873e+06                  -3.45703e+06                     -137.717            
          764.412              -3.45463e+06                  -1.99487e+06                  -3.45463e+06                     -137.405            
          765.221              -3.45223e+06                  -1.99115e+06                  -3.45223e+06                     -137.171            
           766.03              -3.44984e+06                  -1.98758e+06                  -3.44984e+06                     -136.944            
          766.839              -3.44745e+06                  -1.98414e+06                  -3.44745e+06                      -136.63            
          767.649              -3.44506e+06                  -1.98084e+06                  -3.44506e+06                     -136.442            
           768.46              -3.44268e+06                  -1.97768e+06                  -3.44268e+06                     -136.157            
           769.27               -3.4403e+06                  -1.97466e+06                   -3.4403e+06                     -135.889            
          770.082              -3.43793e+06                  -1.97178e+06                  -3.43793e+06                     -135.695            
          770.893              -3.43556e+06                  -1.96903e+06                  -3.43556e+06                     -135.381            
          771.705               -3.4332e+06                  -1.96642e+06                   -3.4332e+06                     -135.165            
          772.518              -3.43084e+06                  -1.96395e+06                  -3.43084e+06                     -134.934            
          773.331              -3.42849e+06                   -1.9616e+06                  -3.42849e+06                     -134.628            
          774.144              -3.42614e+06                  -1.95938e+06                  -3.42613e+06                     -134.441            
          774.958              -3.42379e+06                   -1.9573e+06                  -3.42379e+06                      -134.17            
          775.772              -3.42145e+06                  -1.95533e+06                  -3.42145e+06                     -133.894            
          776.587              -3.41911e+06                  -1.95348e+06                  -3.41911e+06                      -133.71            
          777.402              -3.41678e+06                  -1.95177e+06                  -3.41678e+06                     -133.415            
          778.218              -3.41445e+06                  -1.95015e+06                  -3.41445e+06                     -133.171            
          779.034              -3.41213e+06                  -1.94867e+06                  -3.41213e+06                     -132.976            
           779.85              -3.40981e+06                  -1.94729e+06                  -3.40981e+06                     -132.671            
          780.667              -3.40749e+06                  -1.94601e+06                  -3.40749e+06                     -132.453            
          781.484              -3.40519e+06                  -1.94485e+06                  -3.40519e+06                     -132.242            
          782.302              -3.40288e+06                  -1.94378e+06                  -3.40288e+06                     -131.939            
           783.12              -3.40058e+06                  -1.94281e+06                  -3.40058e+06                     -131.736            
          783.938              -3.39828e+06                  -1.94195e+06                  -3.39828e+06                     -131.513            
          784.757              -3.39599e+06                  -1.94117e+06                  -3.39599e+06                     -131.215            
          785.577               -3.3937e+06                  -1.94047e+06                   -3.3937e+06                     -131.021            
          786.396              -3.39141e+06                  -1.93988e+06                  -3.39141e+06                      -130.79            
          787.217              -3.38913e+06                  -1.93935e+06                  -3.38913e+06                     -130.497            
          788.037              -3.38686e+06                  -1.93891e+06                  -3.38686e+06                     -130.307            
          788.858              -3.38459e+06                  -1.93855e+06                  -3.38459e+06                     -130.076            
           789.68              -3.38232e+06                  -1.93826e+06                  -3.38232e+06                     -129.785            
          790.502              -3.38005e+06                  -1.93803e+06                  -3.38005e+06                     -129.594            
          791.324               -3.3778e+06                  -1.93788e+06                   -3.3778e+06                      -129.37            
          792.147              -3.37554e+06                  -1.93779e+06                  -3.37554e+06                     -129.079            
           792.97              -3.37329e+06                  -1.93775e+06                  -3.37329e+06                     -128.883            
          793.794              -3.37104e+06                  -1.93778e+06                  -3.37104e+06                      -128.67            
          794.618               -3.3688e+06                  -1.93786e+06                   -3.3688e+06                      -128.38            
          795.443              -3.36656e+06                  -1.93799e+06                  -3.36656e+06                     -128.174            
          796.267              -3.36433e+06                  -1.93817e+06                  -3.36433e+06                     -127.976            
          797.093               -3.3621e+06                   -1.9384e+06                   -3.3621e+06                      -127.69            
          797.919              -3.35987e+06                  -1.93866e+06                  -3.35987e+06                     -127.466            
          798.745              -3.35765e+06                  -1.93897e+06                  -3.35765e+06                     -127.283            
          799.571              -3.35544e+06                  -1.93932e+06                  -3.35544e+06                     -127.011            
          800.399              -3.35322e+06                   -1.9397e+06                  -3.35322e+06                     -126.763            
          801.226              -3.35101e+06                  -1.94011e+06                  -3.35101e+06                     -126.588            
          802.054              -3.34881e+06                  -1.94056e+06                  -3.34881e+06                     -126.342            
          802.882              -3.34661e+06                  -1.94103e+06                  -3.34661e+06                     -126.071            
          803.711              -3.34441e+06                  -1.94153e+06                  -3.34441e+06                     -125.887            
           804.54              -3.34222e+06                  -1.94205e+06                  -3.34222e+06                     -125.676            
           805.37              -3.34003e+06                  -1.94259e+06                  -3.34003e+06                     -125.398            
            806.2              -3.33784e+06                  -1.94315e+06                  -3.33784e+06                     -125.183            
           807.03              -3.33566e+06                  -1.94373e+06                  -3.33566e+06                     -125.003            
          807.861              -3.33349e+06                  -1.94432e+06                  -3.33349e+06                     -124.744            
          808.693              -3.33131e+06                  -1.94493e+06                  -3.33131e+06                     -124.491            
          809.525              -3.32914e+06                  -1.94554e+06                  -3.32914e+06                     -124.314            
          810.357              -3.32698e+06                  -1.94618e+06                  -3.32698e+06                     -124.099            
          811.189              -3.32482e+06                  -1.94681e+06                  -3.32482e+06                     -123.826            
          812.022              -3.32266e+06                  -1.94745e+06                  -3.32266e+06                     -123.614            
          812.856              -3.32051e+06                   -1.9481e+06                  -3.32051e+06                     -123.438            
           813.69              -3.31836e+06                  -1.94875e+06                  -3.31836e+06                     -123.191            
          814.524              -3.31622e+06                  -1.94941e+06                  -3.31622e+06                     -122.933            
          815.359              -3.31407e+06                  -1.95006e+06                  -3.31407e+06                     -122.748            
          816.194              -3.31194e+06                  -1.95072e+06                  -3.31194e+06                     -122.556            
           817.03              -3.30981e+06                  -1.95137e+06                  -3.30981e+06                     -122.295            
          817.866              -3.30767e+06                  -1.95202e+06                  -3.30767e+06                     -122.058            
          818.702              -3.30555e+06                  -1.95267e+06                  -3.30555e+06                     -121.884            
          819.539              -3.30343e+06                  -1.95332e+06                  -3.30343e+06                     -121.677            
          820.376              -3.30131e+06                  -1.95396e+06                  -3.30131e+06                     -121.414            
          821.214               -3.2992e+06                  -1.95458e+06                   -3.2992e+06                     -121.192            
          822.052              -3.29709e+06                  -1.95521e+06                  -3.29709e+06                     -121.021            
          822.891              -3.29498e+06                  -1.95583e+06                  -3.29498e+06                     -120.807            
           823.73              -3.29288e+06                  -1.95644e+06                  -3.29288e+06                     -120.547            
           824.57              -3.29078e+06                  -1.95703e+06                  -3.29078e+06                     -120.332            
          825.409              -3.28869e+06                  -1.95762e+06                  -3.28869e+06                     -120.161            
           826.25               -3.2866e+06                  -1.95821e+06                   -3.2866e+06                     -119.949            
          827.091              -3.28451e+06                  -1.95877e+06                  -3.28451e+06                     -119.693            
          827.932              -3.28243e+06                  -1.95933e+06                  -3.28243e+06                     -119.475            
          828.773              -3.28035e+06                  -1.95987e+06                  -3.28035e+06                     -119.305            
          829.615              -3.27827e+06                   -1.9604e+06                  -3.27827e+06                     -119.102            
          830.458               -3.2762e+06                  -1.96092e+06                   -3.2762e+06                     -118.851            
          831.301              -3.27413e+06                  -1.96142e+06                  -3.27413e+06                     -118.624            
          832.144              -3.27207e+06                  -1.96191e+06                  -3.27207e+06                      -118.45            
          832.988              -3.27001e+06                  -1.96239e+06                  -3.27001e+06                     -118.263            
          833.832              -3.26796e+06                  -1.96285e+06                  -3.26796e+06                     -118.024            
          834.677               -3.2659e+06                  -1.96329e+06                   -3.2659e+06                     -117.784            
          835.522              -3.26385e+06                  -1.96372e+06                  -3.26385e+06                     -117.596            
          836.367              -3.26181e+06                  -1.96413e+06                  -3.26181e+06                     -117.425            
          837.213              -3.25977e+06                  -1.96453e+06                  -3.25977e+06                     -117.209            
